Spend_Power,Tech_Sav,Age,Time_Cust,Satisfaction,House_Size,Latest_Plan,apple_pref,samsung_pref,google_pref,other_pref,basic_pref,prot_pref,audio_pref,game_pref,Phone_Plan,Home_Plan
46.04371511430659,0.2764939621592848,70.09715958554953,0.0,3.767370422761664,0.0,1.0,0,0,1,0,0,0,0,1,4.912347900277959,4.104191580846679
130.604365290619,0.6041764891957706,70.79816814092962,29.357404810908022,0.9111176391652624,-1.0,1.0,1,0,0,0,0,0,0,1,5.918927628558699,4.329998209937114
53.49011531843806,0.5435796376249717,72.23122845447804,13.249240067493075,5.476031560128808,3.0,1.0,0,1,0,0,0,0,0,1,7.979871719837622,4.242653090115623
89.0922804502941,0.6385531372810254,74.17878653452867,10.025596741764833,8.731028663329997,-1.0,1.0,0,0,0,1,1,0,0,0,8.567351419232168,5.676493402367425
73.44667226327226,0.20410114490436954,103.13899619311356,14.604723287749202,5.650721529342533,0.0,1.0,0,0,0,1,0,0,0,1,8.141546453825693,4.09022442425965
127.46447268327486,0.3206425300375432,80.2381876551105,7.701931516947844,2.439076893051209,-1.0,1.0,1,0,0,0,0,0,0,1,5.80150983146429,6.6302091632158575
65.93731670213937,0.44089799454890577,75.05309818947235,0.0,3.008029838596631,1.0,2.0,0,1,0,0,0,0,0,1,4.802454781870769,5.933465695696714
93.55523577963338,0.28392823635745773,82.74989505821283,20.803066673740695,4.935983123797287,0.0,1.0,0,0,0,1,0,0,1,0,2.4987762929713058,4.557845092364018
67.82148620198681,0.319797171308689,76.36794525185266,5.113823226224266,1.2589020325806226,2.0,2.0,1,0,0,0,1,0,0,0,4.391684604738948,6.608748762478745
78.84576086357507,0.18080018513166027,74.39145313447267,19.020022437643846,4.097727342082823,0.0,1.0,1,0,0,0,0,0,1,0,6.717371627614095,6.077958935721985
89.40784709090934,0.2073540079077998,77.04140306602616,19.835101840746667,0.0,2.0,1.0,1,0,0,0,1,0,0,0,7.628177372208196,5.851420237014721
109.20404827940327,0.3180524722376601,80.74654621404191,7.461423677662798,5.028370074438522,1.0,1.0,1,0,0,0,0,0,0,1,0.668136749630797,2.106100612330535
72.32217912463909,0.2804150780592861,69.05333463660024,15.999729621827296,1.851509362666951,2.0,1.0,0,0,0,1,0,0,0,1,6.717327305483616,4.154261720155798
29.959139269138113,0.20969886849188646,72.8824449506406,11.023638201531087,6.188457010335535,1.0,2.0,0,0,0,1,0,0,0,1,3.2714519889154157,5.619927715565264
129.5979471419595,0.305106405027927,83.91362910509287,4.184715736105003,5.283742987637207,0.0,2.0,0,1,0,0,0,0,1,0,3.558958115721919,5.908798174311587
134.3666032260065,0.3133312467032964,73.25810598149774,8.787102509325997,2.4396240916144984,2.0,1.0,0,1,0,0,0,0,0,1,1.9214081390587192,4.594396169930808
50.2153611671779,0.22580636718999667,75.24456595923115,1.0980890110393597,4.808121323174426,0.0,1.0,0,0,1,0,0,0,0,1,9.357688758877792,4.236687723122607
77.10043162302857,0.34661771692024934,70.5725587722856,10.001830412790756,4.705381467587271,1.0,1.0,0,0,0,1,0,0,0,1,0.517149375316313,5.645237348739596
37.88134542304292,0.33059228248746486,76.73161488177705,3.469058475388062,0.8157205606644,0.0,2.0,0,0,0,1,0,0,1,0,6.251560699637192,4.636878122633403
67.95781294200178,0.32385838004621914,69.92370269524608,12.146294667631764,3.934848202898211,1.0,1.0,1,0,0,0,0,0,0,1,6.846882815890765,5.28168204461475
105.06293491297637,0.1603674491334992,76.76392396687324,14.131348996818657,4.652632627697846,-1.0,2.0,1,0,0,0,1,0,0,0,2.9841743989105165,5.237583404923773
97.05144998678661,0.24296581576829535,73.55581619912729,6.602561129667514,4.905740760866234,1.0,2.0,1,0,0,0,0,0,0,1,4.747182699461478,5.696195664370547
97.44237854844323,0.23891356864716765,73.31803527503175,14.189802008916109,3.1925192915201,0.0,2.0,1,0,0,0,0,0,0,1,7.1349260602627735,4.7148813513173025
108.85051243009633,0.3009686313250951,71.0563925185272,20.49800258155142,3.5456601995965507,-1.0,2.0,0,1,0,0,0,0,0,1,5.720227844877739,4.530899877588492
77.98069338062972,0.45465326562730585,73.38745299848192,15.71225088797198,5.567926772162378,1.0,1.0,0,0,0,1,0,0,1,0,7.152167513073254,6.747581819407962
