Spend_Power,Tech_Sav,Age,Time_Cust,Satisfaction,House_Size,Latest_Plan,apple_pref,samsung_pref,google_pref,other_pref,basic_pref,prot_pref,audio_pref,game_pref,Phone_Plan,Home_Plan
60.00757848184243,0.514769121163966,29.402291523517583,1.6066483411234167,7.310645501405468,3.0,1.0,0,1,0,0,0,0,1,0,8.229384606006462,4.719832796309129
48.944198345536535,0.6263037987937764,31.100107302990896,1.97618212641378,7.485935955635981,3.0,1.0,0,0,0,1,0,1,0,0,3.9583017424293088,3.791507902682514
52.560434332189715,0.5308241090045478,46.59827024988368,2.3320495559093826,7.197912538979882,2.0,1.0,0,0,0,1,1,0,0,0,8.003272140583178,2.594417892086887
48.312545640071306,0.6413405055258359,35.6538202818531,1.974970243215826,7.568560174824307,3.0,1.0,0,0,1,0,1,0,0,0,10.0,5.968561943195421
46.76711513792442,0.7537327296684702,40.4304947640928,1.4538531086863584,7.126285304143277,3.0,1.0,0,0,0,1,0,0,1,0,3.8241937874374408,4.6967404735934055
52.182353693003805,0.5503846833711862,29.196444957885692,2.0963102580240727,7.895478075660642,3.0,1.0,0,0,1,0,1,0,0,0,6.975014163917579,3.962790097737506
58.05593649960118,0.7828763073990903,30.59307456734994,2.104184822703512,7.659464413682332,3.0,1.0,0,0,0,1,1,0,0,0,4.7734347296124895,5.125205100563047
34.14728324192069,0.37089951337023686,30.86493258326669,1.6755609835781393,7.742454275542834,3.0,1.0,0,0,0,1,0,0,0,1,5.703856867740732,5.415137061961947
48.255846408580176,0.27132045533100313,32.09484796593414,1.6889448214142693,7.15712547145835,2.0,1.0,0,1,0,0,0,1,0,0,3.087822146452695,5.739084218362899
45.155044653644154,0.1616664203280027,27.648538150909737,1.7920208845366652,7.948126045279367,3.0,1.0,0,1,0,0,0,1,0,0,6.5929620636995425,5.746064160851841
54.36468555142302,0.8555020300126414,32.49892895486233,2.1431854284675285,7.7361272935902665,3.0,1.0,0,0,0,1,1,0,0,0,1.4642965375647958,4.9601952945589325
31.935359931998494,0.6531301650051071,26.69953855261943,2.1639290629680046,8.48321073488916,3.0,1.0,0,0,0,1,0,1,0,0,3.403800169244274,4.720338112069672
37.28414055882904,0.5170095975162484,31.06712814542049,2.718638360930883,7.56846188212319,2.0,1.0,0,1,0,0,0,0,1,0,6.322284870315321,8.029083954482198
