Spend_Power,Tech_Sav,Age,Time_Cust,Satisfaction,House_Size,Latest_Plan,apple_pref,samsung_pref,google_pref,other_pref,basic_pref,prot_pref,audio_pref,game_pref,Phone_Plan,Home_Plan
87.56650681707299,0.8736826829297358,44.897027014907465,7.20491068597042,7.017054826259842,1.0,1.0,0,0,0,1,0,0,0,1,5.357864707519081,5.457765858911444
93.63402553530688,0.8985865023914139,31.51870099013337,6.60291842344211,7.569827174080628,1.0,1.0,0,0,0,1,0,1,0,0,0.0,4.31722013234159
106.31227537817134,0.8757639741717815,21.82042997438445,9.064784712602254,3.014290122865246,1.0,1.0,0,1,0,0,1,0,0,0,3.752244443490024,4.497504038031636
89.04687912209883,0.9738969726149331,31.931653952384664,9.819939817815902,5.6598325281096145,1.0,1.0,0,0,1,0,0,0,0,1,4.1879361623939015,5.395888926770927
100.9122012371875,0.933480146332186,32.1121679782987,6.5540679978805185,7.321625017452118,1.0,2.0,1,0,0,0,0,0,0,1,6.786554070772107,5.4363262835398
99.568161870336,0.8866404329268228,33.16608722432733,4.876328649360815,7.84436750280732,2.0,1.0,1,0,0,0,0,1,0,0,5.863107650429187,5.449822121148233
100.13189069755093,0.9400182949318385,25.717589319867017,8.662848081763226,6.94944162875502,1.0,1.0,1,0,0,0,0,0,0,1,4.337154749761783,3.256020196303311
110.66992970283016,1.0,43.51986963484451,6.642777708051104,6.5024953587653345,1.0,1.0,1,0,0,0,0,0,0,1,3.270228634594095,6.594988433189902
101.99202078184098,0.852123590290484,28.371236729975124,7.804282628300335,7.154528991064638,2.0,1.0,0,1,0,0,0,0,1,0,2.79545018813481,4.155066744203106
93.64919634572927,1.0,26.13486034746748,7.941397941325788,5.5994560959256905,1.0,1.0,0,0,1,0,0,0,0,1,6.094119513977405,5.52068938454672
94.19374483673735,0.774545532818967,40.032286888292596,5.510859003795913,8.312045322412919,2.0,1.0,1,0,0,0,0,0,0,1,6.1822300399744945,4.252739314822957
105.26926922292063,0.9210207144169243,33.83372645940351,11.06367647978356,8.37962857335317,1.0,1.0,1,0,0,0,0,1,0,0,8.97172434299717,4.695470853085786
82.56815961599892,0.9135315556965367,34.78730920391855,6.024616919341616,7.514850287360536,1.0,2.0,0,1,0,0,0,0,0,1,4.862606079858044,5.774670389525595
77.67902317582904,0.8864143726777756,39.48681137165074,4.694247355043939,7.051946788264396,1.0,1.0,0,1,0,0,0,0,0,1,7.270350466312836,5.996203724894873
103.16994021156162,0.9658197592925937,39.10491407627197,8.837676804787932,6.474196830168486,3.0,1.0,0,0,1,0,0,0,0,1,5.5882763257321395,5.594610339609388
96.15379629102708,0.7453736913170094,26.124083792907385,5.832823898672016,4.429881640126898,2.0,1.0,0,1,0,0,0,0,0,1,5.126873691443232,6.060136964436849
136.91256424320542,0.9772365421207836,31.70696307565116,8.082390604134265,4.581960009284994,2.0,1.0,1,0,0,0,0,0,1,0,4.976423460361962,5.533460814097288
86.67960297276197,0.7318137325864194,22.06073931583126,3.946570942775835,6.186883703068947,2.0,1.0,1,0,0,0,0,0,0,1,6.646078778335102,6.304682940574442
117.70866922895647,0.8709028850020601,27.810069241746053,3.7913454579307033,8.270248044817327,2.0,1.0,0,0,1,0,0,0,0,1,7.221813809978347,6.2236656597949205
83.44931282358466,0.988318825309851,31.418552845996533,8.163505720696541,6.8763741866313985,2.0,2.0,0,1,0,0,0,1,0,0,5.917208129270538,4.323364438954353
87.88336720762415,0.9089708716004558,41.05169607220403,3.12405489353439,7.059277232462086,1.0,1.0,0,0,1,0,0,0,1,0,3.996255846222174,4.834193984032729
105.70167740043702,0.9583337371505471,32.554180161923036,8.590083268728907,5.574935009367875,1.0,2.0,0,0,1,0,0,0,0,1,6.636832733858851,5.817013362535129
101.34856353145305,0.9893983025877335,29.08914168908164,8.87279009234132,5.195161962329418,1.0,1.0,0,1,0,0,0,0,0,1,7.465247325912406,5.291428976084731
64.23788296127051,1.0,29.944279321714905,0.0,7.74092724346607,2.0,1.0,0,0,0,1,0,0,0,1,2.0987077657941153,5.121780529142496
103.69987442672272,0.9601485723664038,52.62014189522306,13.124139276667126,8.049837846521214,1.0,1.0,0,0,1,0,0,0,0,1,4.040162638655186,4.926436543342616
67.61985479330082,0.8443832317390604,29.950116036585463,2.5770423271289373,6.127102570060536,1.0,1.0,0,0,0,1,0,0,0,1,5.945727893533998,4.171070816508578
