Spend_Power,Tech_Sav,Age,Time_Cust,Satisfaction,House_Size,Latest_Plan,apple_pref,samsung_pref,google_pref,other_pref,basic_pref,prot_pref,audio_pref,game_pref,Phone_Plan,Home_Plan
164.52828200994665,0.8297690775948947,40.74420631661144,4.397882798758269,4.281174822185279,2.0,1.0,1,0,0,0,0,0,0,1,4.5845040996081785,5.342935162262112
197.60708909009782,0.6564060533550269,26.39381374992961,2.7914776126246874,8.84322545434482,2.0,2.0,0,1,0,0,0,1,0,0,10.0,5.64816560103944
181.29494621822965,0.7585085860629026,42.08117436054886,3.98017932387949,6.477097883383087,1.0,2.0,1,0,0,0,0,0,1,0,4.251364371670844,4.899751642068294
242.15414266492456,0.609191928963449,33.23286771229247,4.81384090913761,7.238105229532389,1.0,2.0,1,0,0,0,0,0,0,1,6.414317941068762,5.561955068142794
56.714498895799494,0.6806598519117593,43.459743055958484,2.8270834169245482,6.318630073055527,2.0,1.0,1,0,0,0,0,0,0,1,8.40584305836162,4.342426722419284
166.64606305248887,0.5199255737890305,32.40420134958208,5.139630875267393,5.943462489180486,2.0,2.0,1,0,0,0,0,0,0,1,4.709491273516914,3.535804628160842
179.19031606241495,0.7924200269127167,33.56572684040953,5.371919239873507,5.7276183925148265,2.0,1.0,1,0,0,0,0,0,0,1,4.242610161093731,4.323056056836985
191.98854254039182,0.48730429609645115,36.75596911998906,2.381180094708728,3.2695928300323027,2.0,3.0,1,0,0,0,0,0,1,0,7.8580155088198875,5.248137714458425
129.5637763775528,0.5518457585414085,27.0683707911215,3.6773809874271732,2.8383025707755136,3.0,3.0,0,1,0,0,0,1,0,0,7.598441824266117,3.2993322004172567
169.44455914330786,0.6685375132453489,28.448939089866524,4.5111815578884364,6.1268397638314696,2.0,2.0,0,0,1,0,0,1,0,0,4.0355464486979695,5.952998980890193
154.53064346847086,0.9828072026577082,31.18949367268864,2.55222740439145,4.7368087783279496,1.0,1.0,1,0,0,0,0,1,0,0,2.94807584851638,4.804228650302463
127.78923546974855,0.5674248014633413,29.3313342589053,6.011399716524054,3.301797537133492,3.0,2.0,0,0,1,0,0,0,0,1,10.0,3.78299799825324
156.25881821531073,0.43141397332989484,40.7744730857489,4.019065622516077,4.340533237357671,1.0,1.0,0,0,1,0,1,0,0,0,2.8365218528270963,4.467539521670969
185.30617485737565,0.4268576822500876,32.82617700084066,4.590439890997288,7.919319327000429,3.0,2.0,1,0,0,0,0,0,0,1,7.587078118017873,2.3982038598749753
215.4952084091389,0.7270407778929415,37.53773337959908,2.9917163668655222,2.1713910700264654,1.0,1.0,1,0,0,0,0,1,0,0,5.31279280802452,4.188904911615653
195.9055565731975,0.5331433195284966,41.92797172227014,1.7019736554169393,8.812000311638844,1.0,2.0,0,0,1,0,0,0,1,0,4.297556602247754,4.104213823504237
182.3092972640957,0.491383320503138,29.689558473202318,3.0484654887380582,8.544312671392758,1.0,2.0,1,0,0,0,1,0,0,0,4.947002419315966,3.547657990801445
136.39821958588652,0.81782749916691,26.232405065523132,2.022741123010369,4.489368581995585,3.0,2.0,1,0,0,0,0,0,1,0,5.241407109439672,6.742505552446379
198.84509964471934,0.6882373977655081,32.00429768197129,2.8997976154066096,8.063523529745709,1.0,2.0,0,1,0,0,0,0,1,0,1.4248757458843215,5.368953882597294
158.89916168326772,0.69012016607589,29.286014041483398,4.048171612358781,7.735986762065889,2.0,3.0,0,0,1,0,0,0,1,0,9.771139096843587,4.745425082742052
157.22627867387516,0.8984166287863575,36.22648907331486,3.141715020386612,6.885733485804968,2.0,2.0,1,0,0,0,1,0,0,0,6.107268152884528,6.390796702526819
170.36196822124134,0.7470727925391067,32.11246073525965,3.6954347994181624,7.821725217387128,1.0,1.0,1,0,0,0,0,1,0,0,9.018002406874743,6.063142423920629
